 ,Winter,Spring,Summer,Fall,Annual
0,0.26684691111,0.21497888787,0.291055529434,0.0853626978909,0.11565127763
1,0.438716228274,0.331081664525,0.115476641817,0.135127509378,0.10363870652
2,0.260976266709,0.307410814709,0.172917410164,0.854398262713,0.253688227939
3,0.130962313644,0.25288442932,0.189184140135,0.139978827832,0.066127777133
4,0.0901553370331,0.133662957506,0.193949208949,0.156876092741,0.0944983197647
5,0.0586945118109,0.0593622748639,0.160958929607,0.0917960504036,0.0630586468303
6,0.0982386245765,0.0836504231597,0.193636176204,0.171229468057,0.0524523053534
7,0.0429799666951,0.12986198649,0.0874774381067,0.108009281589,0.0408860350705
8,0.130581509157,0.141965449607,0.136488649048,0.0786919359795,0.0542105930484
9,0.130076721251,0.176169811003,0.294474507743,0.102886941279,0.11209761841
10,0.170305535923,0.223590994099,0.187059197175,0.108570464655,0.103297155861
11,0.0836573179412,0.13499191934,0.213900027649,0.127777002157,0.107296260738
12,0.308662435774,0.164215022017,0.087369236241,0.0610066491547,0.0479248416642
13,0.0912556299584,0.0871531705452,0.103146368875,0.129996410099,0.0438410389384
14,0.193903099029,0.105023899588,0.106139112742,0.177182685257,0.104008927439
15,0.108941683533,0.109664223974,0.155114331164,0.0536956594712,0.0790392448146
