 ,Winter,spring,Summer,fall,Annual
0,0.16966100067,1.1,0.239270066339,1.1,0.110170060484
1,0.285282825562,1.1,0.107545483929,1.1,0.110153883627
2,0.420791478016,1.1,0.139378840836,1.1,0.168141417256
3,0.267845846827,1.1,0.577515117163,1.1,0.361545715381
4,0.445273531889,1.1,0.214115312194,1.1,0.107433089959
5,0.328373055513,1.1,0.204119529885,1.1,0.102479206165
6,0.296343553102,1.1,0.16338645376,1.1,0.0954877752919
7,0.242427727583,1.1,0.242377303897,1.1,0.132067584264
8,0.205818273558,1.1,0.400985304229,1.1,0.217812487117
9,0.579166434249,1.1,0.287674665142,1.1,0.475108320513
10,0.282346355173,1.1,0.253087830987,1.1,0.19183080094
11,0.173800333,1.1,0.234518010653,1.1,0.129003650003
12,0.96457701278,1.1,0.235901668167,1.1,0.222044278668
13,0.0303109894788,1.1,0.0612849337366,1.1,0.0209305960396
14,0.0289042972702,1.1,0.113872045472,1.1,0.0247723546062
15,0.0562591420202,1.1,0.0611473976823,1.1,0.0282661766185
